-1145.0,52953.0
-1150.0,52954.0
-1150.0,52954.0
-1151.0,52956.0
-1151.0,52956.0
-1154.0,52958.0
-1154.0,52958.0
-1161.0,52963.0
-1161.0,52963.0
-1167.0,52966.0
-1167.0,52966.0
-1168.0,52968.0
-1171.0,52967.0
-1170.0,52971.0
-1173.0,52970.0
-1173.0,52972.0
-1177.0,52972.0
-1177.0,52972.0
-1178.0,52982.0
-1178.0,52982.0
-1182.0,52985.0
-1182.0,52985.0
-1189.0,52990.0
-1190.0,52990.0
-1189.0,52990.0
-1200.0,52989.0
-1206.0,52989.0
-1195.0,53000.0
-1190.0,53007.0
-1187.0,53015.0
-1188.0,53029.0
-1195.0,53039.0
-1195.0,53039.0
-1183.0,52943.0
-1183.0,52943.0
-1177.0,52944.0
-1165.0,52942.0
-1164.0,52942.0
-1156.0,52944.0
-1156.0,52944.0
-1155.0,52936.0
-1155.0,52936.0
-1153.0,52940.0
-1153.0,52940.0
-1150.0,52943.0
-1145.0,52948.0
-1145.0,52948.0
-1145.0,52947.0
-1145.0,52947.0
-1150.0,52943.0
-1156.0,52926.0
-1156.0,52926.0
-1157.0,52920.0
-1157.0,52920.0
-1158.0,52915.0
-1158.0,52915.0
-1170.0,52911.0
-1170.0,52911.0
-1174.0,52907.0
-1174.0,52907.0
-1176.0,52904.0
-1181.0,52897.0
-1181.0,52898.0
-1187.0,52897.0
-1193.0,52897.0
-1215.0,52926.0
-1220.0,52923.0
-1220.0,52923.0
-1223.0,52922.0
-1223.0,52922.0
-1231.0,52923.0
-1231.0,52923.0
-1236.0,52922.0
-1236.0,52922.0
-1243.0,52921.0
-1243.0,52921.0
-1251.0,52920.0
-1251.0,52920.0
-1209.0,52928.0
-1202.0,52933.0
-1202.0,52933.0
-1188.0,52938.0
-1188.0,52938.0
